,Food Item ID,"Country, region",Foodname in ,Foodname in English,Processing,Scientific name,Season,Other,n,Comments on data processing/methods,Publication year,BiblioID,Compiler ID,Latest version of revision,EDIBLE,ENERC(kJ) (original),ENERC(kcal) (original),WATER(g),DM(g),XN,NT(g),PROTCNT(g),PROTCNP(g),PROT-(g),FAT(g),FATCE(g),FAT-(g),FASAT(g),FAMS(g),FAPU(g),CHOAVLDF(g),CHOAVL(g),CHOAVLM(g),CHOCDF(g),CHO-(g),SUGAR(g),SUGRD(g),FIBTG(g),FIBAD(g),FIBND(g),FIBC(g),FIB-(g),NSP(g),FIBINS(g),FIBSOL(g),CELLU(g),HEMCEL(g),LIGN(g),ASH(g),CA(mg),CLD(mg),CO(mcg),CR(mcg),CU(mg),FE(mg),K(mg),MG(mg),MN(mg),NA(mg),NI(mcg),P(mg),S(mg),SE(mcg),ZN(mg),AL(mcg),PB(mcg),NITRA(mg),VITA_RAE(mcg),VITA(mcg),VITA-(mcg),CARTBEQ(mcg),CAROT(mcg),CARTA(mcg),CARTB(mcg),CARTBCIS(mcg),CARTG(mcg),CRYPX(mcg),CRYPXB(mcg),LYCPN(mcg),LUTN(mcg),NEOX(mcg),NEUROSP(mcg),VIOLX(mcg),ZEA(mcg),CARTOID(mcg),TOCPHA(mg),THIA(mg),RIBF(mg),NIAEQ(mg),NIA(mg),NIATRP(mg),NIA-(mg),FOL-(mcg),VITC(mg),ASCL(mg),ASCDL(mg),VITC-(mg),TRES(g),XYLS(g),MANTL(mg),F14D0(g),F15D0(g),F16D0(g),F17D0(g),F18D0(g),F20D0(g),F22D0(g),F24D0(g),F14D1(g),F16D1(g),F16D1CN7(g),F18D1N9(g),F18D1CN7(g),F18D1(g),F20D1CN11(g),F20D1(g),F22D1(g),F18D2CN6(g),F18D2N6(g),F20D2N6(g),F18D3N3(g),F18D3CN3(g),F20D3N6(g),F18D4N3(g),F20D4N6(g),F22D4N6(g),F20D5N3(g),F22D5N3(g),F22D6N3(g),F22D6CN3(g),AAT18(mg),ALA(mg),ARG(mg),ASP(mg),CYS(mg),CYSTE(mg),GLU(mg),GLY(mg),HIS(mg),ILE(mg),LEU(mg),LYS(mg),MET(mg),PHE(mg),PRO(mg),SER(mg),THR(mg),TRP(mg),TYR(mg),VAL(mg),MALAC(mg),OXALAC(mg),PHYTCPPI(mg),PHYTCPPD(mg),PHYTCPP(mg),PHYTC-(mg),PPI(mg),PPD(mg),PP-(mg),XP,IP3(mg),IP4(mg),IP5(mg),IP6(mg),IP5_A_IP6 (mg),IP4_A_IP5_A_IP6(mg),IPSUM (mg),PHYT-,CAFFAC(mg),KAEMF(mcg),CHLRAC(mg),CINAC(mg),ELLAC(mg),GALAAC(mg),KAEMF(mcg).1,NARING(mcg),PCHOUAC(mg),QUERCE(mcg),VANAC(mg),ISOHA(mcg),TAN(mg),SAPON(mg),CYAN(mcg),FLAVD(mcg),PH,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245
24,500377.0,Tanzania ,,"Water williow, boiled",p,Justicia insularis,,Leaves boiled using very little water,,,,ve7,KE,1.0,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,500378.0,Tanzania ,Daasanach,"Green leafy vegetables, raw",r,Launaea cornuta,,,,,,ve7,KE,1.0,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,500379.0,Tanzania ,Daasanach,"Green leafy vegetables, boiled",p,Launaea cornuta,,Leaves boiled in an slight excess of water which is then disgarded,,,,ve7,KE,1.0,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,500380.0,Tanzania ,Daasanach,"Green leafy vegetables, boiled",p,Launaea cornuta,,Leaves boiled using very little water,,,,ve7,KE,1.0,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,500381.0,Tanzania ,,"Bladder leaves, raw",r,Physalis peruviana,,,,,,ve7,KE,1.0,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,500382.0,Tanzania ,,"Bladder leaves, boiled",p,Physalis peruviana,,Leaves boiled in an slight excess of water which is then disgarded,,,,ve7,KE,1.0,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,500383.0,Tanzania ,,"Bladder leaves, boiled",p,Physalis peruviana,,Leaves boiled using very little water,,,,ve7,KE,1.0,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,500384.0,Tanzania ,,"Knotgrass leaves, raw ",r,Polygonum plebeium,,,,,,ve7,KE,1.0,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,500385.0,Tanzania ,,"Knotgrass leaves, boiled",p,Polygonum plebeium,,Leaves boiled in an slight excess of water which is then disgarded ,,,,ve7,KE,1.0,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,500386.0,Tanzania ,,"Knotgrass leaves, boiled",p,Polygonum plebeium,,Leaves boiled using very little water ,,,,ve7,KE,1.0,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,500387.0,Tanzania ,,"Knotgrass leaves, raw ",r,Polygonum salicifolium,,,,,,ve7,KE,1.0,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,500388.0,Tanzania ,,"Knotgrass leaves, boiled",p,Polygonum salicifolium,,Leaves boiled in an slight excess of water which is then disgarded ,,,,ve7,KE,1.0,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,500389.0,Tanzania ,,"Knotgrass leaves, boiled",p,Polygonum salicifolium,,Leaves boiled using very little water ,,,,ve7,KE,1.0,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,500390.0,"Nigeria, Akure",Ewuro-odo,"Green leafy vegetables, raw ",r,Structium sparejanophora,,Fresh green leafy vegetables rinsed in water and chopped into small pieces,,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,500391.0,"Nigeria, Akure",Ewuro-odo,"Green leafy vegetables, blanched and boiled",p,Structium sparejanophora,,"Fresh green leafy vegetables rinsed in water and chopped into small pieces, blanched in 500ml of boiled water for 5 mins and then drained",,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,500392.0,"Nigeria, Akure",Atetdaye,"Prince's feather,raw",r,Amarantus cruentus,,Fresh green leafy vegetables rinsed in water and chopped into small pieces ,,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,500393.0,"Nigeria, Akure",Atetdaye,"Prince's feather, blanched and boiled",p,Amarantus cruentus,,"Fresh green leafy vegetables rinsed in water and chopped into small pieces, blanched in 500ml of boiled water for 5 mins and then drained",,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,500394.0,"Nigeria, Akure",Ugu,"Fluted gourd leaves, raw",r,Telfairia occidentalis,,Fresh green leafy vegetables rinsed in water and chopped into small pieces,,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,500395.0,"Nigeria, Akure",Ugu,"Fluted gourd leaves, blanched and boiled",p,Telfairia occidentalis,,"Fresh green leafy vegetables rinsed in water and chopped into small pieces, blanched in 500ml of boiled water for 5 mins and then drained",,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,500396.0,"Nigeria, Akure",Ewedu,"Jute leaves, raw",r,Corchorus olitorus,,Fresh green leafy vegetables rinsed in water and chopped into small pieces,,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,500397.0,"Nigeria, Akure",Ewedu,"Jute leaves, blanched and boiled",p,Corchorus olitorus,,"Fresh green leafy vegetables rinsed in water and chopped into small pieces, blanched in 500ml of boiled water for 5 mins and then drained",,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,500398.0,"Nigeria, Akure",Ewuro,"Bitter leaf, raw",r,Vernonia amygdalina,,Fresh green leafy vegetables rinsed in water and chopped into small pieces,,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,500399.0,"Nigeria, Akure",Ewuro,"Bitter leaf, blanched and boiled",p,Vernonia amygdalina,,"Fresh green leafy vegetables rinsed in water and chopped into small pieces, blanched in 500ml of boiled water for 5 mins and then drained",,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,500400.0,"Nigeria, Akure",Efinrin,"African basil, raw",r,Ocimum gratissimum,,Fresh green leafy vegetables rinsed in water and chopped into small pieces,,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,500401.0,"Nigeria, Akure",Efinrin,"African basil, boiled",p,Ocimum gratissimum,,"Fresh green leafy vegetables rinsed in water and chopped into small pieces, blanched in 500ml of boiled water for 5 mins and then drained",,,,ve8,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,500402.0,Pakistan,,"Cabbage, dried",d,Brassica oleracea var. capitata,,"Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and freeze dried",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,500403.0,Pakistan,,"Cabbage, cooked",p,Brassica oleracea var. capitata,,"Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and cooked in distilled water for 60 mins - traditional method",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,500404.0,Pakistan,,"Colocasia, dried",p,Colocasia esculentum,,"Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and freeze dried",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,500405.0,Pakistan,,"Colocasia, cooked",p,Colocasia esculentum,," Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and cooked in distilled water for 60 mins - traditional method",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,500406.0,Pakistan,,"Cauliflower, dried",d,Brassica oleracea var. botrytis,,"Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and freeze dried",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,500407.0,Pakistan,,"Cauliflower, cooked",p,Brassica oleracea var. botrytis,,"Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and cooked in distilled water for 60 mins - traditional method",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,500408.0,Pakistan,Gand gobhi,"Green leafy vegetable, dried",d,Brassica oleracea var. caulorapa,,"Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and freeze dried",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,500409.0,Pakistan,Gand gobhi,"Green leafy vegetable, cooked",p,Brassica oleracea var. caulorapa,,"Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and cooked in distilled water for 60 mins - traditional method",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,500410.0,Pakistan,,"Spinach, dried",d,Spinacea olerace,,"Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and freeze dried",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,500411.0,Pakistan,,"Spinach, cooked",p,Spinacea olerace,,"Fresh green leady vegetables washed with distilled water and dried in a stream of air, cut into small pieces and cooked in distilled water for 60 mins - traditional method",,,,ve9,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,500412.0,"Bangladesh, Zinjira, suburb of Dhaka City",Helencha sak,"Harkuch leaves, raw",r,Enhydra fluctuans,Oct,,,,,ve11,KE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
